S.No,Name of the author,List of Authors,Student Publication (Yes/No),Title,Type of Publication,Name of Conf/Journal/BC/TB/PT,SCOPUS Yes/No,WoS Yes/No,Publication Details,Year,Month,A.Y,URL,DoI,ISSN/ISBN,Indexing,Citations,Abstract,Keywords,Specialization,Status (Active/Inactive),,LINK,,,,,,,,
284,Gunupudi Rajesh Kumar,"Nimmala Mangathayaru, Gunupudi Rajesh Kumar, Gugulothu Narsimha",,Text mining based approach for intrusion detection,Conference,2016 International Conference on Engineering & MIS (ICEMIS),Yes,Yes,"Pages 1-5, Publisher IEEE, 2016",2016,September,2016-17,https://ieeexplore.ieee.org/abstract/document/7745351,DOI: 10.1109/ICEMIS.2016.7745351,ISBN:978-1-5090-5580-7,,,,,,,,GRK-CPUB-009,,,,,,,,
285,Gunupudi Rajesh Kumar,"Gunupudi Rajesh Kumar, Nimmala Mangathayaru, Gugulothu Narsimha",,A novel similarity measure for intrusion detection using gaussian function,Journal,REVISTA TECNICA DE LA FACULTAD DE INGENIERIA UNIVERSIDAD DEL ZULIA,Yes,Yes,"Volume. 39, No. 2, pages 173-183",2016,December,2016-17,https://arxiv.org/ftp/arxiv/papers/1604/1604.07510.pdf,https://arxiv.org/ftp/arxiv/papers/1604/1604.07510.pdf,ISSN: 0254-0770,,,,,,,,GRK-JPUB-010,,,,,,,,
286,Gunupudi Rajesh Kumar,"Gunupudi Rajesh Kumar, Nimmala Mangathayaru, Gugulothu Narsimha",,An approach for intrusion detection using novel gaussian based kernel function.,Journal,Journal of Universal Computer Science,Yes,Yes,"Volume 22, Issue 4, Pages 589-604, PUBLISHER, Technische Universitat Graz from Austria",2016,April,2016-17,http://www.jucs.org/jucs_22_4/an_approach_for_intrusion/jucs_22_04_0589_0604_kumar.pdf,DOI: 10.3217/jucs-022-04,"ISSN: 0948-695X,",,,,,,,,GRK-JPUB-011,,,,,,,,
287,Gunupudi Rajesh Kumar,"Gunupudi RajeshKumar, Nimmala Mangathayaru, Gugulothu Narsimha",,Intrusion detection a text mining based approach,Journal,International Journal of Computer Science and Information Security (IJCSIS),Yes,Yes,"Special issue on “Computing Applications and Data Mining, Vol. 14 S1",2016,February,2016-17,https://arxiv.org/ftp/arxiv/papers/1603/1603.03837.pdf,https://arxiv.org/ftp/arxiv/papers/1603/1603.03837.pdf,ISSN 1947 5500,,,,,,,,GRK-JPUB-012,,,,,,,,
288,Gunupudi Rajesh Kumar,"Gunupudi Rajesh Kumar, N Mangathayaru, G Narasimha",,An improved k-Means Clustering algorithm for Intrusion Detection using Gaussian function,Conference,Proceedings of the The International Conference on Engineering & MIS 2015,Yes,Yes,"Pages 1-7, Istanbul Turkey, Publisher: Association for Computing Machinery, New York, United States",2015,September,2015-16,https://dl.acm.org/doi/abs/10.1145/2832987.2833082,https://doi.org/10.1145/2832987.2833082,ISBN: 978-1-4503-7212-1,,,,,,,,GRK-CPUB-013,,,,,,,,
289,Gunupudi Rajesh Kumar,"Gunupudi Rajesh Kumar, N Mangathayaru, G Narasimha",,Intrusion detection using text processing techniques: a recent survey,Conference,Proceedings of the The International Conference on Engineering & MIS 2015,Yes,Yes,"Pages 1-6, Istanbul Turkey, Publisher: Association for Computing Machinery, New York, United States",2015,September,2015-16,https://dl.acm.org/doi/abs/10.1145/2832987.2833067,https://doi.org/10.1145/2832987.2833067,ISBN: 978-1-4503-7212-1,,,,,,,,GRK-CPUB-014,,,,,,,,
290,Gunupudi Rajesh Kumar,"Gunupudi Rajesh Kumar, N Mangathayaru, G Narasimha",,An approach for intrusion detection using text mining techniques,Conference,Proceedings of the The International Conference on Engineering & MIS 2015,Yes,Yes,"Pages 1-6, Istanbul Turkey, Publisher: Association for Computing Machinery, New York, United States",2015,September,2015-16,https://dl.acm.org/doi/abs/10.1145/2832987.2833076,https://doi.org/10.1145/2832987.2833076,ISBN: 978-1-4503-7212-1,,,,,,,,GRK-CPUB-015,,,,,,,,
291,Gunupudi Rajesh Kumar,"Arun Nagaraja, Rajesh Kumar Gunupudi, R Saravana Kumar, Nimmala Mangathayaru",,Optimization of Access Points in Wireless Sensor Network: An Approach towards Security,Book Chapter,Computer Science On-line Conference 2015,Yes,Yes,"Advances in Intelligent Systems and Computing, vol 348. Pages 299-306, Springer, Cham.",2015,April,2014-15,https://link.springer.com/chapter/10.1007/978-3-319-18503-3_29,https://doi.org/10.1007/978-3-319-18503-3_29,ISBN978-3-319-18503-3,,,,,,,,GRK-PUB-016,,,,,,,,
292,Gunupudi Rajesh Kumar,"Shadi A. Aljawarneh, V. RadhaKrishna, G. Rajesh Kumar",,A fuzzy measure for intrusion and anomaly detection,Conference,"International Conference on Engineering & MIS (ICEMIS), 2017 Monastir, Tunisia, Tunisia",Yes,Yes,Pages 6,2018,February,2017-18,https://ieeexplore.ieee.org/abstract/document/8273113/,DOI: 10.1109/ICEMIS.2017.8273113,ISBN: 978-1-5090-6778-7,,,,,,,,GRK-CPUB-017,,,,,,,,
293,Gunupudi Rajesh Kumar,"Shadi Aljawarneh, Vangipuram Radhakrishna, Gunupudi Rajesh Kumar",,An imputation measure for data imputation and disease classification of medical datasets,Conference,AIP Conference Proceedings,Yes,Yes,"AIP Conference Proceedings, Volume 2146, Issue, 1, Pages 020001",2019,August,2019-20,https://aip.scitation.org/doi/abs/10.1063/1.5123688,https://doi.org/10.1063/1.5123688,ISBN: 978-0-7354-1891-2,,,,,,,,GRK-CPUB-018,,,,,,,,
294,Gunupudi Rajesh Kumar,"Arun Nagaraja, B Uma, Rajesh kumar Gunupudi",,UTTAMA: An Intrusion Detection System Based on Feature Clustering and Feature Transformation,Journal,Foundations of Science,Yes,Yes,"Pages 1-27, Publisher Springer Netherlands",2019,March,2018-19,https://link.springer.com/article/10.1007/s10699-019-09589-5,DOI : https://doi.org/10.1007/s10699-019-09589-5,ISSN: 1233-1821,,,,,,,,GRK-JPUB-019,,,,,,,,
295,Gunupudi Rajesh Kumar,"Shadi Aljawarneh, Vangipuram Radhakrishna, Gunupudi Rajesh Kumar",,A recent survey on challenges in security and privacy in internet of things,Conference,ICEMIS '19: Proceedings of the 5th International Conference on Engineering and MIS,Yes,Yes,Article No.: 25 Pages 1–9,2019,June,2018-19,https://dl.acm.org/doi/abs/10.1145/3330431.3330457,https://doi.org/10.1145/3330431.3330457,ISBN: 978-1-4503-7212-1,,,,,,,,GRK-CPUB-020,,,,,,,,
296,Gunupudi Rajesh Kumar,"Vangipuram Radhakrishna, Gunupudi Rajesh Kumar, Shadi Aljawarneh",,Optimising business intelligence results through strategic application of software process model,Journal,International Journal of Intelligent Enterprise,Yes,Yes,"Volume 4, Issue 1-2, Pages 128-142, Publisher Inderscience Publishers (IEL)",2017,October,2017-18,https://www.inderscienceonline.com/doi/abs/10.1504/IJIE.2017.087013,https://doi.org/10.1504/IJIE.2017.087013,ISSN: 1745-3232,,,,,,,,GRK-JPUB-022,,,,,,,,
297,Gunupudi Rajesh Kumar,"Radhakrishna Vangipuram, Rajesh Kumar Gunupudi, Veereswara Kumar Puligadda, Janaki Vinjamuri",,A machine learning approach for imputation and anomaly detection in IoT environment,Journal,Expert Systems,Yes,Yes,"Volume 37, Issue 5, Pages e12556",2020,October,2020-21,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12556,https://doi.org/10.1111/exsy.12556,ISSN:1468-0394,,,,,,,,GRK-JPUB-023,,,,,,,,
298,Gunupudi Rajesh Kumar,"Vangipuram Radhakrishna, Gunupudi Rajesh Kumar, Shadi Aljawarneh",,Strategic Application of Software Process Model to Optimize Business Intelligence Results,Conference,Proceedings of the The International Conference on Engineering & MIS 2015,Yes,Yes,"Pages 1-6,",2015,September,2015-16,https://dl.acm.org/doi/abs/10.1145/2832987.2833053,https://doi.org/10.1145/2832987.2833053,ISBN: 978-1-4503-3418-1,,,,,,,,GRK-CPUB-024,,,,,,,,
299,Gunupudi Rajesh Kumar,Ari Rahul and Krishnaveni Joonuthula,No,VoIP Flood Detection Using Jacobson Fasst and Hellinger Distance Algorithms,Journal,Journal of Communication and Computer,No,No,"Volume 8 No 5, Pages 347-353",2011,May,40483,https://www.davidpublisher.com/index.php/Home/Article/index?id=37167.html,10.17265/1548-7709/2011.05.004,ISSN: 1548-7709 (Print ) 1930-1553 ( Online ),,,,,,,,GRK-JPUB-025,,,,,,,,
300,Gunupudi Rajesh Kumar,"E Rama Krishna, G Rajesh Kumar, N Rambabu",,Significance of Reserve Based Routing Approach in MANETs,Conference,2011 IEEE 3rd International Conference on Communication Software and Networks,Yes,Yes,"27-29 May 2011, Publisher: IEEE, Conference Location: Xi'an, China",2011,May,40483,https://ieeexplore.ieee.org/document/6014017,DOI: 10.1109/ICCSN.2011.6014017,ISBN:978-1-61284-486-2,,,,,,,,GRK-CPUB-026,,,,,,,,
301,Gunupudi Rajesh Kumar,"Achanta Sai Ramya, D P Dinesh Chandra, Hriday Rao Ganga, Vipparthy Niharika, A Sreenivasa Rao",,Scene Recognition and Narration from Video using Deep Learning Techniques,Conference,ICEMIS'21: The 7th International Conference on Engineering & MIS 2021,Yes,Yes,October 2021 Article No.: 3Pages 1–4,2021,October,2021-22,https://dl.acm.org/doi/10.1145/3492547.3492566,https://doi.org/10.1145/3492547.3492566,ISBN: 978-1-4503-9044-6,,,,,,,,GRK-CPUB-027,,,,,,,,
302,Gunupudi Rajesh Kumar,Gunupudi Rajesh Kumar; Nimmala Mangathayaru; Gugulothu Narsimha,,An approach for intrusion detection using fuzzy feature clustering,conference,2016 International Conference on Engineering & MIS (ICEMIS),yES,yES,November,2016,November,2016-17,https://ieeexplore.ieee.org/abstract/document/7745345,DOI: 10.1109/ICEMIS.2016.7745345,ISBN:978-1-5090-5580-7,,,,,,,,GRK-CPUB-028,,,,,,,,
303,Gunupudi Rajesh Kumar,"Arun Nagaraja, Uma Boregowda, Vangipuram Radhakrishna, Gunupudi Rajesh Kumar",,Design of Gaussian Similarity Measure for Network Anomaly Detection,conference,"DATA'21: International Conference on Data Science, E-learning and Information Systems 2021April 2021",Yes,Yes,"6/4/2021, Pages 225–230",2021,June,2020-21,https://dl.acm.org/doi/abs/10.1145/3460620.3460759,https://doi.org/10.1145/3460620.3460759,ISBN: 978-1-4503-8838-2,,,,,,,,GRK-CPUB-021,,,,,,,,
304,Gunupudi Rajesh Kumar,"E. Rama Krishna, A. Venkat Reddy, N. Rambabu, G. Rajesh Kumar",,SLV: Sweep Line Voronoi Ad Hoc Routing Algorithm,Book Chapter,"International Conference, AIM 2011,",Yes,Yes,"Nagpur, Maharashtra, India, April 21-22, 2011. Proceedings",2011,November,40878,https://www.springerprofessional.de/en/information-technology-and-mobile-communication/3630400?tocPage=1,DOI-https://doi.org/10.1007/978-3-642-20573-6_37,ISBN: 978-3-642-20572-9,,,,,,,,GRK-PUB-008,,,,,,,,
305,Nimmala Mangathayaru,"Gunupudi Rajesh Kumar, Nimmala Mangathayaru, Aditya Kolli, Avinash Komatineni, Srihitha Reddy, Shivani Reddy",Yes,Machine Learning Approach for Detection of Cardiology Diseases,Book Chapter,"International Conference on Advanced Informatics for Computing Research-ICAICR 2021:, Advanced Informatics for Computing Research - Springer Cham",-,-,"Communications in Computer and Information Science, vol 1575. Springer, Cham.",2022,June,2021-22,https://link.springer.com/chapter/10.1007/978-3-031-09469-9_16,https://doi.org/10.1007/978-3-031-09469-9_16,Print ISBN -978-3-031-09468-2,,,,,,,,,,,,,,,,
306,Renuka Kondabala,"Regalagadda Sambasiva1 , Renuka Kondabala2",Yes,Detection of Packet Losses in a Network by using Collision Method,Journal,International Journal of Innovative Research in Computer and Communication Engineering,NO,No,"Vol. 4, Issue 10 pages 17551 -17556",2016,October,2016-17,http://www.ijircce.com/,http://www.ijircce.com/,ISSN(Online): 2320-9801 ISSN (Print) : 2320-9798,,,,,,,,,,,,,,,,
307,Renuka Kondabala,"Ila Chandrakar, Yelipe Usha Rani, Mortha Manasa and Kondabala Renuka",NO,Hybrid Algorithm for Privacy Preserving Association Rule Mining,Journal,Journal of Computer Science,Yes,No,"6 (12): 1494-1498, 2010 ISSN 1549-3636 Â© 2010 Science Publications Pages, 1494-1498",2010,July,40483,https://pdfs.semanticscholar.org/6b43/bb41c37c7ad0aaa820d1e53b2f0dd4c528ea.pdf,https://pdfs.semanticscholar.org/6b43/bb41c37c7ad0aaa820d1e53b2f0dd4c528ea.pdf,1549-3636,,,,,,,,,,,,,,,,
308,Renuka Kondabala,"S. BhagyaLakshmi1 , K.Renuka2",Yes,Detection of Cyber Attacks using Querable semantic based approach,Journal,INTERNATIONAL JOURNAL OF RESEARCH IN ELECTRONICS AND COMPUTER ENGINEERING (IJRECE),No,No,"VOL. 7 ISSUE 1, 52-56",2019,March,2018-19,http://nebula.wsimg.com/426b31cd72677f311e87a949c45371d5?AccessKeyId=DFB1BA3CED7E7997D5B1&disposition=0&alloworigin=1,http://nebula.wsimg.com/426b31cd72677f311e87a949c45371d5?AccessKeyId=DFB1BA3CED7E7997D5B1&disposition=0&alloworigin=1,ISSN: 2393-9028 (PRINT) | ISSN: 2348-2281,,,,,,,,,,,,,,,,
309,Renuka Kondabala,"S. Harika1 , Renuka Kondabala2",Yes,Secure Verification of Location Claims for Mobile Users,Journal,International Journal of Computer Sciences and Engineering,No,No,"Volume-5 , Issue-11",2017,November,2017-18,https://www.ijcseonline.org/archive_issue.php?pageNum_RS_U=2&totalRows_RS_U=40&pub_id=53,https://www.ijcseonline.org/archive_issue.php?pageNum_RS_U=2&totalRows_RS_U=40&pub_id=53,2347-2693,,,,,,,,,,,,,,,,
310,Renuka Kondabala,"Renuka kondabala,Dr.B.V.Seshukumari",NO,MONITORING AND DETECTION OF UNSECURE CHATS OVER SOCIAL MEDIA USING MACHINE LEARNING,Conferance,Advances in Information Technology and Computing,No,No,"4th National Conference on Advances in Information Technology and Computing, Dec 22-23 2020",2020,December,2020-21,,,NA,,,,,,,,,,,,,,,,
311,Renuka Kondabala,"Phanibabu Komarapu, Dr.Siva Nageswara Rao G and Renuka Kondabala",NO,A Design of Identity (Facial) recognition system for smart Home based on Internet of Things,Conferance,"International Conference on Computer Vision, High Performance Computing, Smart Devices and Networks(CHSN-2020)",Yes,No,"International Conference on Computer Vision, High Performance Computing, Smart Devices and Networks(CHSN-2020)",2020,December,2020-21,,,NA,,,,,,,,,,,,,,,,
312,Renuka Kondabala,"A.Revathi , Dr.Savadam Balaji , Renuka Kondabala , S V Vandana A Somayajulu",NO,DESIGN AND DEVELOPMENT OF MULTIMODAL CYBER FORENSIC SYSTEM,Journal,Annals of R.S.C.B.,Yes,NO,"Vol. 25, Issue 6, 2021, Pages. 17108-17115",2021,May,2020-21,https://www.annalsofrscb.ro/index.php/journal/article/view/9000,,"ISSN:1583-6258,",Scopus,,,,,,,,,,,,,,,
313,Tene Ravi,"D. Srinivasa Rao, Ch. Ramesh Babu, Nagendra Kumar, N. Rajasekhar, T. Ravi",,Medical Image Fusion Using Transform Based Fusion Techniques,Journal,International Journal of Recent Technology and Engineering,No,Yes,"Volume 8, Issue 2, Pages 309-317, Publisher Blue Eyes Intelligence Engineering & Sciences Publication",2019,July,2019-20,https://www.ijrte.org/download/volume-8-issue-2/,https://www.ijrte.org/wp-content/uploads/papers/v8i2/A9180058119.pdf,2277-3878,,3,,,,,,,,,,,,,,
314,Tene Ravi,"Ch Ramesh Babu, D Srinivasa Rao, T Ravi, G Gopi",,Performance assessment of neuro fuzzy based image fusion of satellite images,Journal,International Journal of Advanced Technology and Engineering Exploration,No,Yes,"Volume 5, Issue 40, Pages 43-49 Publisher ACCENTS",2018,March,2017-18,https://www.accentsjournals.org/PaperDirectory/Journal/IJATEE/2018/3/1.pdf,https://www.accentsjournals.org/PaperDirectory/Journal/IJATEE/2018/3/1.pdf,ISSN (Online): 2394-7454,,,,,,,,,,,,,,,,
315,Tene Ravi,"Sahithi Tummala, Ravi Tene",,Tracking search context: A meta heuristic user search session exploration approach,Journal,International Journal of Advances in Engineering Research,No,Yes,"10(4), 125-133",2015,July,2014-15,https://1library.net/document/y62x5woz-tracking-search-context-heuristic-search-session-exploration-approach.html,https://1library.net/document/y62x5woz-tracking-search-context-heuristic-search-session-exploration-approach.html,e-ISSN: 2231-5152/ p-ISSN: 2454-1796,,,,,,,,,,,,,,,,
316,Dr Y Usha Rani,"UshaRani Yelipe, Sammulal Porika, Madhu Golla",No,An efficient approach for imputation and classification of medical data values using class-based clustering of medical records,Journal,Computers & Electrical Engineering,Yes,Yes,"Volume 66, Pages 487-504, Publisher Pergamon",2018,February,2018-19,https://www.sciencedirect.com/science/article/pii/S004579061733639X,https://doi.org/10.1016/j.compeleceng.2017.11.030,ISSN: 0045-7906,"SCI,WEB OF SCIENCE",43,,,,,,,,,,,,,,
317,Dr Y Usha Rani,"Porika Sammulal, Yelipe Usha Rani, Anurag Yepuri",no,A CLASS BASED CLUSTERING APPROACH FOR IMPUTATION AND MINING OF MEDICAL RECORDS (CBC-IM).,Journal,IADIS International Journal on Computer Science & Information Systems,Yes,Yes,Volume 12 Issue 1,2017,January,2018-19,http://www.iadisportal.org/ijcsis/vol12_numb1.html,DOI: 10.1109/ICEMIS.2016.7745363,ISSN: 1646-3692,WEB OF SCIENCE,12,,,,,,,,,,,,,,
318,Dr Y Usha Rani,P.Sammulal Yelipe UshaRani,No,An efficient disease prediction and classification using feature reduction based imputation technique,Conference,"2016 International Conference on Engineering & MIS (ICEMIS), Publisher IEEE",Yes,Yes,,2016,November,2016-17,https://ieeexplore.ieee.org/document/7745363/,,ISBN:978-1-5090-5580-7,SCOPUS,12,,,,,,,,,,,,,,
319,Dr Y Usha Rani,"Yelipe UshaRani, P Sammulal",No,An approach for imputation of medical records using novel similarity measure,Conference,International Conference on Soft Computing-MENDEL,Yes,Yes,"Pages 221-230, Publisher Springer, Cham",2017,May,2016-17,https://link.springer.com/chapter/10.1007/978-3-319-58088-3_21,https://doi.org/10.1007/978-3-319-58088-3_21,ISBN 978-3-319-58087-6,SCOPUS,11,,,,,,,,,,,,,,
320,Dr Y Usha Rani,"Yelipe UshaRani, P Sammulal",No,A Novel Approach for Imputation of Missing Attribute Values for Efficient Mining of Medical Datasets - Class Based Cluster Approach,Journal,"Revista Tecnica de la Facultad de Ingeniera,",Yes,Yes,"Vol. 39, No 2, 184 - 195, 2016",2016,December,2016-17,https://arxiv.org/abs/1605.01010,https://arxiv.org/abs/1605.01010,ISSN: 0254-0770,WEB OF SCIENCE,9,,,,,,,,,,,,,,
321,Dr Y Usha Rani,"Yelipe UshaRani, P Sammulal",No,An innovative approach for imputation and classification of medical records for efficient disease prediction,Conference,Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies,Yes,Yes,"ICTCS '16: Second International Conference on Information and Communication Technology for Competitive Strategies Udaipur India , March 2016, Article No.: 67, Pages 1–6",2016,March,2015-16,https://dl.acm.org/doi/abs/10.1145/2905055.2905273,https://doi.org/10.1145/2905055.2905273,ISBN: 978-1-4503-3962-9,SCOPUS,9,,,,,,,,,,,,,,
322,Dr Y Usha Rani,"Yelipe UshaRani, P Sammulal",No,An Innovative Imputation and Classification Approach for Accurate Disease Prediction,Journal,IJCSIS-International Journal of Computer Science and Information Security,Yes,Yes,"Special issue on “Computing Applications and Data Mining”, International Journal of Computer Science and Information Security (IJCSIS), Vol. 14 S1, February 2016",2016,February,2015-16,https://sites.google.com/site/ijcsis/vol-14-s1-feb-2016,https://sites.google.com/site/ijcsis/vol-14-s1-feb-2016,ISSN 1947 5500,SCOPUS,3,,,,,,,,,,,,,,
323,Dr Y Usha Rani,"Yelipe UshaRani, P Sammulal",No,A novel approach for imputation of missing values for mining medical datasets,Conference,2015 IEEE International Conference on Computational Intelligence and Computing Research (ICCIC),Yes,Yes,"Pages: 1 - 8, Publisher IEEE Conference Publications",2015,December,2015-16,https://ieeexplore.ieee.org/abstract/document/7435816,DOI: 10.1109/ICCIC.2015.7435816,ISBN:978-1-4799-7848-9,SCOPUS,5,,,,,,,,,,,,,,
